Skill_ID,Original Skill Statement,Breakdown Sequence Number,New Sub-Skill Statement,Assigned Taxonomy Location,Additional Notes/Comments,Highest Level Taxonony Cluster
195,Maintenance of equipment and systems involved in combined-cycle power generation using hydrogen blending,2,Maintenance of systems for hydrogen blending in combined-cycle power generation,25.4.1 Modifying Power Plant Operations for Co-Firing,Relates to maintaining systems in power plants that have been adapted for hydrogen blending,
196,Stay up to date on technology and options for CO2 monitoring,1,Stay up to date on CO2 monitoring technology,29.1.1 Keeping Current with Emerging Technologies,Focused on continuous learning and adapting to new technologies,
196,Stay up to date on technology and options for CO2 monitoring,2,Stay up to date on CO2 monitoring options,29.1.2 Awareness of CO2 Monitoring Techniques,Involves awareness of various techniques and tools for monitoring CO2,
197,Understanding of measurement equipment and instrumentation associated with permanent underground storage of CO2,1,Understanding measurement equipment for CO2 storage,29.4.2 Measurement Equipment and Instrumentation for CO2 Storage,Focused on the specific equipment used to monitor and measure CO2 in underground storage,
197,Understanding of measurement equipment and instrumentation associated with permanent underground storage of CO2,2,Understanding instrumentation techniques for permanent CO2 storage,29.4.3 Instrumentation Techniques for CO2 Storage,Involves knowledge of the techniques used in CO2 storage systems for monitoring and control,
198,"Expert knowledge of sustainability and ESG, expectations, climate issues, climate science and targets",1,Knowledge of sustainability and ESG expectations,26.2.1 Environmental Benefits,Focused on the sustainability aspect in the context of hydrogen,
198,"Expert knowledge of sustainability and ESG, expectations, climate issues, climate science and targets",2,Understanding of climate issues and science related to hydrogen,26.3.1 Environmental Impact Considerations,Covers the climate science and related issues specific to hydrogen,
198,"Expert knowledge of sustainability and ESG, expectations, climate issues, climate science and targets",3,Knowledge of climate targets and their implications for hydrogen,26.3.1.1 Managing Hydrogen Production Emissions,Focuses on the relevance of climate targets to hydrogen production,
199,Knowledge of hydrogen technologies and value proposition as it relates to ESG factors,1,Understanding of hydrogen technologies in relation to ESG factors,26.2.1 Environmental Benefits,Focused on how hydrogen technologies contribute to ESG outcomes,
199,Knowledge of hydrogen technologies and value proposition as it relates to ESG factors,2,Knowledge of the value proposition of hydrogen in the context of ESG,26.2.2 Economic and Social Benefits,Emphasizes the value proposition of hydrogen for ESG considerations,
200,"Well design and material choices based on understanding of regulatory environment, hydrogen injection stream properties, changes in hydrogen pressure over time, and potential corrosive elements",1,Well design based on understanding of hydrogen injection stream properties,24.1.1.1 Identification of Compatible Fuel Cells,Focused on the compatibility of well design with hydrogen injection conditions,
200,"Well design and material choices based on understanding of regulatory environment, hydrogen injection stream properties, changes in hydrogen pressure over time, and potential corrosive elements",2,Material choices based on understanding of potential corrosive elements,18.3.1 Material Selection and Treatment,Emphasizes the selection of materials to withstand corrosive elements,
200,"Well design and material choices based on understanding of regulatory environment, hydrogen injection stream properties, changes in hydrogen pressure over time, and potential corrosive elements",3,Well design considerations based on regulatory environment and pressure changes over time,16.4.2 Regulatory Compliance in Hydrogen Production,Focused on aligning well design with regulatory requirements and pressure management,
201,"Knowledge of key instrumentation and electrical equipment and systems associated with carbon capture, separation, purification, and liquefaction",1,Knowledge of key instrumentation associated with carbon capture,21.1.2 Key Components of High-Voltage Systems,Focused on instrumentation specific to carbon capture systems,
201,"Knowledge of key instrumentation and electrical equipment and systems associated with carbon capture, separation, purification, and liquefaction",2,Knowledge of electrical equipment associated with carbon capture,21.5.3 Safety and Reliability of High-Voltage Systems in Hydrogen Production,Focused on electrical equipment used in carbon capture,
201,"Knowledge of key instrumentation and electrical equipment and systems associated with carbon capture, separation, purification, and liquefaction",3,"Knowledge of systems used in carbon separation, purification, and liquefaction processes",16.3.1 Technological Requirements for Hydrogen Production,Related to the systems involved in these specific carbon capture processes,
202,Knowledge of key instrumentation and electrical equipment and systems associated with SMR and/or ATR production plants,1,Knowledge of key instrumentation associated with SMR and ATR production plants,21.1.2 Key Components of High-Voltage Systems,Focused on instrumentation specific to SMR/ATR production systems,
202,Knowledge of key instrumentation and electrical equipment and systems associated with SMR and/or ATR production plants,2,Knowledge of electrical equipment associated with SMR and ATR production plants,21.5.3 Safety and Reliability of High-Voltage Systems in Hydrogen Production,Focused on electrical equipment used in SMR/ATR production systems,
202,Knowledge of key instrumentation and electrical equipment and systems associated with SMR and/or ATR production plants,3,Knowledge of systems used in SMR and ATR hydrogen production processes,16.3.1 Technological Requirements for Hydrogen Production,Related to the systems involved in SMR and ATR hydrogen production processes,
203,"Knowledge of hydrogen technologies and value proposition re: environment, climate change, etc.",1,Knowledge of hydrogen technologies,16.1 Overview of Hydrogen Production Methods,Focused on understanding various hydrogen technologies,
203,"Knowledge of hydrogen technologies and value proposition re: environment, climate change, etc.",2,Understanding the environmental benefits of hydrogen technologies,26.2.1 Environmental Benefits,Focused on environmental benefits related to hydrogen,
