requirement_id,requirement,occupation_id,core_occupation,value_chain,technology,qualifications
421,Knowledge of appropriate CO2 material and coating selection,60,Corrosion specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Materials or Mechanical Engineering • Technologist Diploma: Materials Engineering, Mechanical Engineering Valid driver's license + clean abstract National Association of Corrosion Engineers (NACE) certification"
422,Understanding of properties and characteristics of CO2 in a liquid state,82,Well completions operator,Storage,CCS-Underground,Valid Class 1 or Class 3 Driver's licence and clean driver's abstract • Legally eligible to work in Canada • Physically fit • Ability to work safely and plan ahead • Mechanical aptitude • Oilfield safety certifications Comfortable driving off- highway/off-road
422,Understanding of properties and characteristics of CO2 in a liquid state,80,Reservoir technologist,Storage,CCS-Underground,"Technologist Diploma: Chemical, Petroleum Engineering"
422,Understanding of properties and characteristics of CO2 in a liquid state,62,Hydraulics engineer,Transport,CCS-Pipeline,Bachelors Degree: Chemical or Mechanical Engineering
422,Understanding of properties and characteristics of CO2 in a liquid state,88,Reservoir technologist,Storage,"CCS-Measurement, Monitoring, Verification","Technologist Diploma: Chemical, Petroleum Engineering"
422,Understanding of properties and characteristics of CO2 in a liquid state,89,Sampling and analysis technician,Storage,"CCS-Measurement, Monitoring, Verification","Technologist Diploma: Biology, Chemical or Environmental Engineering"
422,Understanding of properties and characteristics of CO2 in a liquid state,69,Pipeline technician - Electrical & Instrumentation,Transport,CCS-Pipeline,Multiple pathways to this career: • Certificate of Qualification in Instrumentation technician or Industrial Electrician • Registered apprentice • Technologist diploma in Instrumentation engineering or Electrical engineering Valid driver's license + clean abstract
422,Understanding of properties and characteristics of CO2 in a liquid state,70,Pipeline technician - Mechanical,Transport,CCS-Pipeline,Multiple pathways to this career: • Certificate of Qualification: Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Mechanical Engineering Valid driver's license + clean abstract
422,Understanding of properties and characteristics of CO2 in a liquid state,73,Station operator - Pump,Transport,CCS-Pipeline,"Multiple pathways to this career: • Certificate of Qualification: Industrial Electrician or Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Electrical Engineering, Mechanical Engineering"
422,Understanding of properties and characteristics of CO2 in a liquid state,75,Reservoir engineer,Storage,CCS-Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
422,Understanding of properties and characteristics of CO2 in a liquid state,81,Service rig crew,Storage,CCS-Underground,"Leasehand is the entry level position on a service rig crew. Requirements include: • Legally eligible to work in Canada • At least 18 years of age • Possess a valid driver's license • Physically fit • Ability to work safely and plan ahead • Mechanical aptitude • Oilfield safety certifications Must pass pre-employment drug and alcohol test With experience, Leasehands can progress through to: Floorhand, Derrickhand, Driller and Operator positions."
423,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas and/or liquid composition",92,Cavern engineer,Storage,Underground,"Bachelor's Degree: Chemical, Geological, Mechanical or Petroleum Engineering"
425,Advanced knowledge of legislation relating to hydrogen safety codes and standards,236,Safety codes inspector (also known as: Safety codes officer),Cross Value Chain,Various,"Combination of education, technical experience and certification • Provincially regulated occupation Multiple pathways to this career: • Bachelor's Degree in Engineering • Engineering Technologist Diploma • Certificate of Qualification: Trades • Certificate of Qualification: Power Engineer or Stationary Engineer Subject to certification requirements established through provincial regulatory agency Valid driver's license + clean abstract"
426,"Knowledge of CCS related regulations, standards and codes",50,Process safety engineer,Production,CCS,"Bachelor's Degree: Chemical or Process Engineering Significant experience in process equipment, engineering, safety and operational risk management • Process Hazard Analysis techniques (HAZOP, FMEA) • What-If studies, quantitative and semi-quantitative risk assessments (LOPA and FTA/ETA) • Reliability/Survival analysis • Knowledge of OSHA 1910.119, CSA Z767, CSA Z260, ISO 31000, API 1173 and related codes and standards."
426,"Knowledge of CCS related regulations, standards and codes",66,Process safety engineer,Transport,CCS-Pipeline,"Bachelor's Degree: Chemical or Process Engineering Significant experience in process equipment, engineering, safety and operational risk management • Process Hazard Analysis techniques (HAZOP, FMEA) • What-If studies, quantitative and semi-quantitative risk assessments (LOPA and FTA/ETA) • Reliability/Survival analysis • Knowledge of OSHA 1910.119, CSA Z767, CSA Z260, ISO 31000, API 1173 and related codes and standards."
427,Knowledge of CO2 value- chains,63,Measurement specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technologist Diploma: Chemical,  Electrical & Instrumentation, Mechanical, Petroleum Engineering"
428,Knowledge of carbon capture plant control systems and advanced control systems for process optimisation,48,Process control engineer,Production,CCS,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
429,Advanced knowledge of safety when working with or around hydrogen,225,Health & safety advisor,Cross Value Chain,Various,Post-secondary training in occupational health & safety Additional certifications that may be beneficial: • Canadian Registered Safety Professional (CRSP) • National Construction Safety Officer (NCSO) • Qualified Health & Safety Officer (QHSO) • Joint Health & Safety Committee (JHSC) training
430,Maintenance of equipment and systems involved in carbon capture plant,56,Plant manager,Production,CCS,"Likely to be an experienced worker with engineering, maintenance and/or operations experience."
431,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas composition",75,Reservoir engineer,Storage,CCS-Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
432,"Understanding of carbon capture, separation, purification and liquefication processes and steam generation processes",49,Process engineer,Production,CCS,Bachelor's Degree: Chemical or Process Engineering
432,"Understanding of carbon capture, separation, purification and liquefication processes and steam generation processes",45,Control room operator,Production,CCS,Typically an experienced plant operator. Power Engineer/Stationary Engineer Certification.
432,"Understanding of carbon capture, separation, purification and liquefication processes and steam generation processes",51,Production engineer,Production,CCS,Bachelor's Degree: Chemical or Mechanical Engineering
432,"Understanding of carbon capture, separation, purification and liquefication processes and steam generation processes",26,Lab technician,Production,CCS,"Post-secondary diploma: • Chemical, Process or Petroleum technology • Laboratory technician"
432,"Understanding of carbon capture, separation, purification and liquefication processes and steam generation processes",56,Plant manager,Production,CCS,"Likely to be an experienced worker with engineering, maintenance and/or operations experience."
433,"Understanding of cavern engineering fundamentals for hydrogen injection and well testing, pressure and rate transient analysis, fluid characterization",92,Cavern engineer,Storage,Underground,"Bachelor's Degree: Chemical, Geological, Mechanical or Petroleum Engineering"
